STN NO,NYEAR,INDEX,STATION NAME,LAT,LON,ELEVATION,DIST_COAST,av_an_tmax,WET_SPL,DRY_APL,D_MAX_RF,AMT_WET_SPL,AMT_MON,WDAY_MON,AMT_AU,AMT_WIN,AMT_SP,AMT_SU,WDAY_AU,WDAY_WIN,WDAY_SP,WDAY_SU,AN_WET_DYS,AN_RAINFALL,AMT/WDAY
1375,67,35085,YANDARLOO,-25.167,146.5,445,428.23,28.23,4.51,60.34,62.79,62.81,43.61,3.73,111,81.01,110.58,219.88,8.95,7.87,10.61,17.27,44.7,522.47,11.71
1376,46,35094,WINVIC,-22.483,147.517,318,205.34,29.68,4.59,87.07,78.13,94.07,48.04,2.8,127.72,64.19,100.67,283.59,7.07,4.63,6.89,15.04,33.63,576.17,17.28
1377,37,35107,METEOR,-24.382,148.332,250,239.06,28.91,4.95,63.84,79.12,98.1,53.27,3.86,134.69,65.41,130.8,307.54,9.65,6.11,11.81,18.68,46.25,638.44,14.03
1378,39,35110,CLOYNE,-23.91,147.158,426.7,292.53,28.55,4.74,76.26,67.53,81.17,44.43,3.21,106.71,62.19,109.37,251.4,7.95,4.82,8.82,16.82,38.41,529.67,14.96
1379,32,35120,LINGA,-25.364,148.832,350,282.69,27.76,5.84,41.53,65.95,80.07,54.44,5.45,140.82,83.73,154.25,277.29,14.13,10.25,16.53,24.5,65.41,656.09,10.01
1380,40,35132,NEW,-23.429,148.927,152,117.98,29.44,5.07,55.5,67.75,79.74,46.42,3.93,110.99,70.2,126.71,249.21,9.98,7.1,11.18,18.98,47.24,557.11,11.69
1381,32,35136,CHARLEVUE,-23.656,149.177,143,127.22,29.32,4.53,65.09,87.04,101.05,55.24,3.27,152.33,63.92,140.95,308.1,8.72,5.41,9.5,15.69,39.32,665.3,16.79
1382,31,35137,KULLANDA,-24.053,148.938,457,177.12,28.50,4.84,66.1,75.36,75.6,48.9,3.34,131.08,64.88,136.62,253.41,8.58,5.19,9.71,16.55,40.03,585.99,14.69
1383,39,35147,EMERALD,-23.467,148.152,188,180.29,29.93,5.67,57.79,81.56,87.5,49.77,4.6,135.97,64.77,122.29,271.41,12.31,7.87,13.13,21.87,55.18,594.44,10.79
1384,40,35149,BRIGALOW,-24.835,149.8,168,171.67,28.67,5.43,43.05,81.94,89.37,58.82,4.97,136.6,86.9,181.71,301.53,12.3,9.65,15.85,21.92,59.72,706.74,11.78
1385,44,35151,MOUNT,-25.28,148.85,350,276.23,27.98,5.16,50.84,64.07,76.56,50.11,4.46,119.32,83.82,150.44,250.54,10.36,8.77,14.52,20.11,53.76,604.12,11.45
1386,38,35153,MOUNT,-22.924,148.138,304.8,154.78,29.20,5.55,59.05,67.74,86.15,50.13,4.06,126.44,76.46,121.45,279.53,10.76,7,11.29,19.82,48.87,603.88,12.38
1387,51,35154,MOORABINDA,-25.887,149.323,220,293.26,28.18,5.14,48.04,64.49,66.33,49.46,4.23,118.48,84.42,139.25,252.84,10.23,8.67,13.27,18.76,50.93,594.99,11.66
1388,51,35165,DURRANDELLA,-24.072,146.614,405.4,349.67,28.92,5.43,70.1,69.18,86.73,43.69,3.59,111.53,63.12,100.25,250.49,8.9,5.9,10.43,17.98,43.21,525.39,12.25
1389,35,35168,BURKAN,-23.22,149.473,110,71.89,28.88,5.31,58.97,89.43,97.86,58.07,3.91,148.99,71.13,130.89,345.91,10.6,6.4,10.29,19.57,46.86,696.92,15.26
1390,32,35170,WILPEENA,-23.101,148.923,110,92.41,29.63,4.94,74.63,75.49,91.76,47.93,3.09,118.66,72.6,132.38,248.65,8.56,5.03,8.38,15,36.97,572.29,15.91
1391,35,35171,OAKEY,-22.817,147.477,340,215.18,29.43,5.2,84.14,83.99,114.75,51.54,3.15,156.01,65.73,100.69,296.45,8.34,4.66,7.97,16.77,37.74,618.88,17.33
1392,32,35173,FAIRVIEW,-24.323,147.012,365.8,329.49,28.54,5,73.97,82.38,101.44,49.89,3.28,138.35,71.05,111.34,275.8,8.75,5.16,9.22,16.16,39.29,596.54,14.99
1393,42,35175,MOUNT,-24.844,149.1,240,226.74,28.56,5.29,50.76,83.68,99.95,61.27,4.27,149.65,85.42,161.84,337.1,10.57,7.57,13.43,19.64,51.21,734.01,14.42
1394,43,35180,WADDY,-25.61,148.945,470,293.21,27.14,5.21,50.12,64.39,77.43,51.04,4.12,125.06,89.75,131.6,269.49,9.81,8.65,12.44,18.56,49.46,615.9,12.68
1395,37,35197,LORRAINE,-23.725,148.144,227,197.76,29.57,5.27,52.68,77.72,74.29,50.9,4.48,124.05,72.94,133.52,280.69,12.05,8.11,13.35,20.27,53.78,611.2,11.27
1396,36,35198,ABOR,-22.75,148,353,161.42,29.33,6.28,56.53,71.56,90.38,51.19,4.61,135.46,77.87,118.26,279.41,12.39,9.03,11.81,21.97,55.2,611,11.12
1397,35,35204,GANADERO,-24.061,148.821,240,183.04,28.68,5.11,58.91,71.81,83.99,49.32,3.95,121.97,70.67,134.44,266.81,9.71,6.6,11.89,19.31,47.51,593.89,12.57
1398,84,35205,WOORARRA,-24.025,147.921,288,236.64,29.13,4.38,78.56,71.04,75.13,48.74,3.1,120.3,67.6,124.67,271.67,7.07,4.91,9.23,15.96,37.17,584.24,15.81
1399,35,35207,MOUNTAIN,-24.224,148.096,340,239.81,28.40,5.2,52.91,74.27,93.9,54,4.24,140.79,69.34,148.66,286.43,11.11,6.94,13.37,19.37,50.79,645.22,12.65
1400,47,35211,KURRAJONG,-22.622,147.659,343,192.6,29.48,5.51,65.7,91.05,105.31,53.77,3.95,139.65,73.71,117.04,313.7,10.21,7.02,9.98,20.15,47.36,644.1,13.93
1401,46,35212,RONNOC,-23.888,148.049,270,216.84,29.15,4.78,68.93,80.89,95.5,51.17,3.5,129.59,67.72,130.74,283.99,8.61,5.98,9.98,17.43,42,612.04,14.84
1402,35,35217,FREITAG,-24.398,148.118,380,253.26,28.55,4.51,64,69.96,90.18,51.26,3.59,121.08,69.81,136.24,286.43,8.43,5.71,11.11,17.8,43.05,613.56,14.23
1403,35,35220,COMETSIDE,-24.731,148.76,240,253.54,28.87,5.51,45.31,74.42,81.09,54.33,5,138.13,82.99,161.23,268.98,12.71,8.94,16.4,21.83,59.88,651.33,10.87
1404,56,35225,CARDBEIGN,-24.29,148.105,330,244.74,28.49,5.54,53.91,71.88,100.54,54.53,4.4,135.77,72.53,131.73,312.7,11.04,7.25,12.86,21.61,52.76,652.73,12.51
1405,32,35234,PORTION,-24.574,148.888,300,232.7,28.53,5,49.97,84.18,86.72,53.59,4.29,135.64,64.67,153.27,290.53,11.06,7,13.91,19.47,51.44,644.11,12.47
1406,39,35235,CARINA,-24.229,148.471,220,217.17,29.25,5.05,59.23,74.71,95.11,52.16,3.96,121.45,68.58,135.46,298.98,9.36,6.33,12.15,19.67,47.51,624.47,13.17
1407,39,35241,FAIRBAIRN,-23.653,148.074,150,198.44,29.71,5.33,58.33,76.43,86.8,48.11,4.11,112.38,67.82,120.38,276.38,10.87,7.2,12,19.18,49.25,576.96,11.73
1408,121,36007,BARCALDINE,-23.554,145.288,266.9,452.98,30.30,5.52,58.63,71.11,79.48,41.15,4.09,126.09,63.18,82.28,222.26,10.78,7.01,11.26,20.06,49.11,493.81,9.84
1409,100,36024,ILFRACOMBE,-23.49,144.508,214,524.48,31.14,4.64,79.73,68.32,71.63,35.22,3.04,115.57,48.78,63.62,194.1,8.14,4.93,7.68,15.61,36.36,422.07,11.55
1410,120,36026,ISISFORD,-24.259,144.441,203,560.02,30.87,5,66.07,69.58,77.32,37.55,3.43,127.86,52.87,75.47,194.45,9.59,6.21,9.31,16,41.11,450.65,10.87
1411,90,36030,LONGREACH,-23.45,144.25,191,533.65,31.35,5.24,77.69,72.19,89.34,36.28,3.33,112.24,47,63.59,212.5,8.86,5.46,8.42,17.2,39.94,435.33,10.81
1412,65,36035,MIRTNA,-21.283,146.217,239,223.81,30.77,5.61,92.46,86.74,112.62,49.84,3.33,128.21,48.41,86.32,335.89,8.22,4.43,7.17,20.25,40.07,598.83,15.14
1413,79,36047,TWIN,-21.95,146.952,195,227.79,30.61,5.67,70.95,80.9,101.49,51.61,3.82,139.82,67.51,99.49,312.27,9.76,6.15,8.85,21.09,45.85,619.09,13.73
1414,32,36052,MORELLA,-22.983,143.866,255,509.5,31.18,4.84,90.72,76.24,88.43,34.15,2.67,108.86,42.09,51.22,210.36,7.09,3.97,5.84,15.31,32.21,412.53,13.37
1415,32,36076,EASTMERE,-22.502,145.918,290,347.47,30.49,4.31,112.22,81.83,86.13,42.31,2.28,129.17,45.87,83.77,252.23,5.97,3.06,5.75,12.66,27.44,511.04,19.55
1416,41,36077,HOME,-23.967,145.267,261,470.01,30.08,4.54,76.73,68.03,66.74,39.05,2.99,130.38,53.53,71.62,213.48,7.9,5,7.51,15.46,35.87,469.01,13.09
1417,35,36079,TUMUT,-21.361,145.172,320,285.19,31.05,4.86,118.69,75.17,115.15,42.89,2.33,105.78,39.2,77.24,295.5,5.54,2.54,4.94,14.97,27.99,517.72,18.62
1418,61,36089,BYGANA,-22.201,146.546,218,277.96,30.75,5.16,89.44,82.21,99.22,46.03,3,131.77,56.08,81.68,282.2,7.82,4.64,6.64,16.85,35.95,551.73,15.52
1419,63,36092,MAYLANDS,-22.458,144.834,240,408.63,31.30,5.18,80.64,70.97,85.81,36.88,3.21,110.09,42.86,63.06,226.42,8.03,4.56,7.81,18.09,38.49,442.43,11.17
1420,31,36095,MOONOOMOO,-21.85,146.001,305,283.37,30.48,5.71,86.68,75.36,98.4,46.25,3.4,127.91,54.3,100.14,272.91,8.81,3.9,8.97,19.26,40.94,555.26,13.72
1421,34,36116,BOGEWONG,-23.928,143.522,169,616.19,31.30,4.41,130.59,64.93,68.99,25.98,1.77,97.53,26.92,37.9,148.62,5.06,2.5,3.32,10.35,21.23,310.97,14.75
1422,33,36119,PEMBERLEY,-24.525,144.093,184,603.74,31.02,4.09,89.94,66.89,71.43,33.23,2.42,90.67,45.22,64.43,196.23,5.91,4.24,6.58,12.21,28.94,396.55,13.72
1423,34,36123,ROTHERFIELD,-23.606,144.476,216,537.4,31.21,4.71,90.18,64.54,75.97,33.82,2.62,96.46,48.33,59.61,204.43,6.41,3.88,6.76,14.71,31.76,408.83,13.54
1424,27,36126,NEW,-24.701,144.144,210,606.77,30.47,4.78,90.41,71.99,70.42,34.41,2.51,114,43.2,63.97,194.63,7.11,4.26,6.67,12.37,30.41,415.8,14.32
1425,53,36131,WHITEHILL,-23.637,144.048,210,561.54,31.13,4.06,105.53,77.03,75.18,32.29,1.94,121.84,34.65,49.76,181.95,6.3,2.77,4.34,9.96,23.37,388.2,17.41
1426,48,36140,GUNDOO,-24.703,143.831,210,635.89,30.76,4.17,94.77,68.35,75.71,30.29,2.29,100.48,34.93,60.32,168.05,6.21,3.54,6.08,11.54,27.37,363.78,13.1
1427,122,36143,BLACKALL,-24.421,145.467,284,472.89,30.21,5.35,55.42,73.35,85.81,44.11,4.2,135.03,66.14,94.3,235.17,11.46,7.56,11.82,19.56,50.4,530.64,10.46
1428,32,36149,KEEN,-21.472,145.091,310,299.95,31.28,5.47,74.84,74.34,96.25,41.68,3.45,102.95,51.07,81.52,264.79,8.47,4.91,8.78,19.22,41.38,500.33,11.92
1429,29,36154,BOGUNDA,-21.376,144.764,329,310.02,31.38,5.07,117.83,78.59,95.21,40.02,2.42,91.65,47.69,78.47,262.58,5.41,3.28,5.72,14.65,29.06,480.39,16.51
1430,115,37043,URANDANGI,-21.612,138.314,174,466.25,32.60,4.58,103.02,59.28,68.56,24.78,2.53,68.05,23.14,41.33,164.86,6.12,3.05,6.64,14.54,30.35,297.38,9.68
1431,39,37060,SUVLA,-22.517,142.583,216,554.77,31.54,3.95,112.03,65.92,88.47,31.1,2.02,101.83,27.33,36.45,207.28,5.59,2.33,3.67,12.59,24.18,372.89,15.09
1432,56,37096,AVONDALE,-23.6,143.267,220,600.24,31.02,4.13,120.46,65.39,71.4,28.38,1.8,106.66,31.21,45.39,157.3,5.3,2.25,3.98,10.02,21.55,340.56,15.44
1433,45,37104,WEONA,-23.063,142.82,230,581.04,31.56,4.22,109.71,70.73,85.4,29.35,2.2,75.23,27.86,46.14,203.02,5.31,2.84,5.07,13.13,26.35,352.25,13.51
1434,122,38003,BOULIA,-22.912,139.904,161.8,574.56,31.89,4.1,93.65,52.82,53.81,21.62,2.41,62.88,25.2,43.3,128.3,6.25,3.95,6.75,12.04,28.99,259.68,8.67
1435,118,38024,WINDORAH,-25.423,142.656,126.3,803.18,30.53,4.21,68.1,50.45,45.64,23.47,2.93,72.56,41.24,48.65,119.12,7.86,6.41,8.46,12.48,35.21,281.57,7.74
1436,39,38035,TRINIDAD,-25.59,143.892,255,671.66,29.84,4.1,69.54,63.61,69.25,31.65,2.67,93.17,46.4,64.82,174.59,7.08,4.97,7.31,12.67,32.03,378.98,11.61
1437,38,38039,REGLEIGH,-25.701,143.456,182,716.07,30.23,4.03,83.37,56.58,61.29,26.2,2.23,80.68,43.01,53.81,136.68,6.13,4.29,6.03,10.26,26.71,314.18,11.57
1438,50,38040,CARRANYA,-25.304,142.201,112,817.21,30.77,3.72,99.38,50.17,60.33,20.96,1.85,59.2,32.44,40.54,118.25,5.08,3.8,4.56,8.68,22.12,250.43,11.32
1439,51,38043,LOCHIEL,-24.68,142.385,190,749.58,30.62,3.57,92.9,49.1,53.41,21.85,2.12,67.44,28.14,38.44,127.88,6.08,3.55,5.24,10.53,25.4,261.9,11.1
1440,58,39000,ABERCORN,-25.133,151.129,200,113.56,27.53,6.03,40.6,69.01,88.85,55.73,5.08,145.31,91.41,157.56,275.05,14.24,10.71,14.71,21.26,60.92,669.33,10.93
1441,96,39001,ANNANVALE,-24.102,151.103,61,28.35,27.48,6.55,43.19,112.27,117.84,72.59,5.5,178.38,106.83,163.85,423.92,15.65,10.36,15.14,24.84,65.99,872.98,13.79
1442,38,39224,LONE,-25.371,150.548,362,168.56,26.84,4.87,50.08,69.01,71.61,53.08,3.98,131.35,87.02,160.6,258.84,10.05,8.08,12.82,16.87,47.82,637.81,13.43
1443,49,39225,GRACEDIEU,-24.711,151.671,128,42.23,26.96,6.9,48.9,98.26,147.24,77.61,5.53,210.81,114.12,200.18,405.33,16.69,10.02,14.67,25.04,66.42,930.44,14.29
1444,53,39242,BROADMEADOWS,-23.401,150.624,15,17.42,27.18,7.64,40.55,122.27,138.46,79.74,6.27,236.96,118.23,159.92,447.07,19.15,11.85,15.07,29.23,75.3,962.18,12.74
1445,55,39248,TECOMA,-24.939,150.803,306,114.49,27.26,4.56,57.02,68.71,74.21,51.6,3.54,123.69,90.14,143.41,261.75,8.13,7.27,11.33,15.74,42.47,618.99,14.93
1446,44,39251,HILLVIEW,-24.728,151.431,207,69.12,26.66,7.57,36.89,87.47,146.81,73.08,6.23,207.26,112.49,172.28,383.63,19.34,12.43,16.55,26.57,74.89,875.66,11.79
1447,49,39253,ROWANLEA,-24.272,151.096,115,40.89,27.29,5.43,52.45,95.06,97.8,68.18,4.32,152.18,94.41,187.38,383.38,11.35,7.33,13.12,20.06,51.86,817.35,15.76
1448,48,39255,SPRINGS,-24.166,151.513,56,6.94,26.79,8.21,36.38,108.05,146.13,80.98,6.94,205.26,117.54,198.2,451,20.63,12.56,18.77,31.31,83.27,972,11.7
1449,35,39257,WOODBINE,-23.972,150.272,119,73.67,28.91,4.57,56.71,80.05,82.79,52.47,3.68,129.95,78.03,158.17,265.59,9.74,6.97,11.49,15.97,44.17,631.74,14.57
1450,34,39261,TURKEY,-24.096,151.645,25,1.38,26.17,7.56,39.65,116.78,143.39,80.99,6.71,235.37,121.85,174.25,443.51,22.38,11.77,17.03,29.18,80.36,974.98,12.26
1451,27,39266,FARNSFIELD,-25.095,152.316,50,21.83,27.02,6.93,39.59,103.16,114.3,72.84,6.13,254.62,97.95,177.13,345.3,23.15,11.56,15.41,23.48,73.6,875,12.11
1452,37,39276,SLATEY,-23.619,149.819,70,99.92,29.24,4.89,49.92,85.06,74.43,56.83,4.29,141.51,75.11,160.55,304.88,12.38,7.65,11.78,19.7,51.51,682.05,13.19
1453,44,39278,GLENHAVEN,-24.839,150.744,391,109.42,26.89,5,51.64,68.16,65.8,51.18,3.88,116.83,88.61,161.17,248.62,8.91,8.3,12.8,16.8,46.81,615.23,13.3
1454,30,39285,FERNFIELD,-24.424,151.982,22,0.96,26.50,7.8,36.27,112.69,141.2,82.94,6.86,263.99,127.49,206.26,396.37,23.63,13.47,17.57,27.63,82.3,994.11,12.29
1455,31,39297,BUILYAN,-24.527,151.381,131,49,27.00,7.48,35.61,89.57,115.17,69.2,6.87,187,111.06,175.55,357.52,21.48,13.58,18.29,29.19,82.54,831.13,10.21
1456,28,39306,BING,-24.668,151.455,176,62.23,26.74,7.25,42.25,86.12,115,70.51,5.99,221.91,117.21,160.79,346,19.25,12.04,14.75,25.89,71.93,845.91,11.83
1457,63,40000,ABBOTSFORD,-27.95,153.1,48,23.63,25.60,7.13,35.03,96.43,105.61,75.47,6.43,221.07,151.26,180.53,355.22,20.21,13.29,18,25.68,77.18,908.08,11.9
1458,38,40001,ACACIA,-26.017,152.417,60,54.68,27.30,6.32,47.16,96.24,135.81,72.43,5.06,212.67,109.05,176.78,371.73,15.42,9.03,14.26,22.08,60.79,870.23,14.55
1459,67,40004,AMBERLEY,-27.63,152.711,24.2,42.25,26.93,7.91,28.25,85.54,109.55,70.71,8.03,187.73,115.5,190.78,357.6,24.94,16.81,23.1,31.54,96.39,851.61,8.78
1460,31,40006,AVONMORE,-28.283,152.917,200,55.65,24.54,8.45,53.77,87.07,146.59,73.86,4.78,209.07,138.68,173.39,368.33,16.61,10,12.35,18.48,57.44,889.47,16.55
1461,50,40007,BALD,-26.8,152.9,488,20.91,23.81,14.74,28.54,193.39,385.25,177.69,10.8,657.37,266.17,330.63,880.06,39.76,21.62,26.56,41.82,129.76,2134.23,16.73
1462,41,40010,BARAMBAH,-26.317,152.083,335,96.72,25.59,7.56,35.15,73.14,98.98,68.88,6.8,174.77,118.78,200.01,334.12,20.61,15.15,19.42,26.39,81.57,827.68,10.15
1463,35,40032,MONS,-26.683,153.067,100,4.47,24.77,16.37,23.03,163.83,245.21,160.94,12.3,613.33,277.27,349.21,691.16,45.77,25.11,30.74,46.11,147.73,1930.97,13.03
1464,28,40033,BUNJURGEN,-28.1,152.6,159,69.86,25.49,6.68,33.43,91.87,109.27,77.54,6.69,200,120.58,203.75,411.94,19.18,13.14,20.68,27.68,80.68,936.27,11.72
1465,28,40034,BURLEIGH,-28.083,153.45,20,0.1,24.82,7.93,29.36,155.02,199.84,130.55,8.45,442.48,283.04,245.12,604.3,30.54,18.04,22.07,31.18,101.83,1574.94,15.7
1466,77,40063,DAYBORO,-27.197,152.824,68,20.55,25.61,8.77,32.36,122.18,167.1,102.97,8.24,349.32,153.91,228.88,502.95,28.14,15.95,22.33,32.47,98.89,1235.06,12.78
1467,110,40082,UNIVERSITY,-27.544,152.337,94,73.34,26.77,7.07,31.94,78.81,83.22,64.18,7.13,172.31,107.4,179.75,311.01,21.55,15.31,20.41,28.27,85.54,770.47,8.99
1468,69,40097,CHRISTMAS,-28.215,153.013,110,44.28,25.38,5.78,35.55,81.39,92.7,72.57,5.69,197.72,128.37,190.66,353.21,16.64,11.85,17.06,22.71,68.26,869.96,13.06
1469,105,40106,KENILWORTH,-26.596,152.728,107,31.75,25.93,9.36,29.62,124.85,148.25,108.37,9.04,356.15,171.77,244.55,528.65,31.69,18.17,23.11,35.47,108.44,1301.12,12.04
1470,118,40111,KILKIVAN,-26.086,152.238,159,74.12,26.19,6.69,34.58,86.38,104.88,71.49,6.47,198.63,118.17,176.45,365.72,20.03,13.69,17.49,26.47,77.68,858.97,11.19
1471,95,40112,KINGAROY,-26.554,151.846,441.9,119.76,24.82,6.48,34.08,72.38,77.07,64.94,6.74,166.01,112.05,180.82,320,19.68,14.65,18.92,27.62,80.87,778.88,9.73
1472,91,40115,LAKE,-27.491,152.752,100,34.7,26.53,8.42,28.11,86.5,107.96,74.53,8.11,227.41,132.55,183.97,350.11,27.39,17.44,21.63,30.83,97.29,894.04,9.18
1473,118,40126,MARYBOROUGH,-25.516,152.716,10.3,4.24,26.88,10.53,26.58,113.71,165.39,94.78,9.6,315.72,155.17,199.1,466.89,35.42,21.04,22.58,36.14,115.18,1136.88,9.84
1474,60,40138,MOUNEFONTEIN,-26.508,151.514,418,153.1,25.70,5.32,37.6,71.42,62.11,59.76,5.1,141.62,105.54,186.84,282.42,12.5,11.2,16.47,20.95,61.12,716.42,11.82
1475,91,40141,MOUNT,-27.616,153.204,144,9.51,25.03,8.88,29.96,135.83,172.81,112.99,8.12,398.92,207.97,241.49,506.54,29.31,16.75,20.56,30.73,97.35,1354.92,13.85
1476,65,40144,MOUNT,-25.741,152.236,120,58.29,27.19,7.65,31.51,94.49,114.12,79.36,7.26,228.28,122.71,196.92,406.13,23.92,15,18.78,29.45,87.15,954.04,10.89
1477,47,40154,FAIRVIEW,-27.2,152.5,50,52.67,26.29,5.96,43.68,83.06,105.7,68.79,5.38,191.88,119.15,177.79,337.11,16.43,10.51,15.38,22.25,64.57,825.93,13.37
1478,48,40163,INNIS,-28.203,152.927,130,56.3,25.21,7.08,37.5,80.38,104.91,70.44,6.27,177.75,118.52,188.93,358.6,18.06,12.4,19.02,25.79,75.27,843.8,11.24
1479,46,40174,PLAIN,-26.867,152.583,128,47.05,25.40,9.13,33.8,105.92,176.28,91.68,7.32,323.73,152.07,173.2,442.36,26.43,15.04,17.8,28.17,87.44,1091.36,12.71
1480,96,40178,RATHDOWNEY,-28.211,152.865,105,60.12,25.27,6.57,33.04,82.16,95.62,75.08,7.05,195.5,122.51,206.79,375.12,20.6,14.5,21.17,28.23,84.5,899.92,10.74
1481,71,40188,SIM,-27.267,152.627,155,39.45,23.63,8.25,33.86,101.36,117.55,80.6,7.33,248.95,143.52,198.33,374.85,24.7,15.56,19.06,28.47,87.79,965.65,11.22
1482,72,40189,SOMERSET,-27.115,152.555,113,47.06,25.42,8.92,28.35,98.77,116.31,82.33,8.51,244.35,130.95,210.43,401.83,29.08,19.03,21.94,32.15,102.2,987.56,9.72
1483,41,40193,STERLING,-26.483,152.633,91.4,42.72,25.85,10.78,29.37,114.49,142.77,103.39,9.39,319.94,157.98,233.16,529.03,32.49,19.46,24.12,36.44,112.51,1240.11,11.02
1484,33,40195,TABOOBA,-28.117,152.95,71,46.82,25.64,5.42,40.36,86.9,96.98,71.69,5.05,178.64,135.55,179.76,368.21,14.58,10.18,15.61,20.3,60.67,862.16,14.46
1485,61,40207,TUAN,-25.678,152.793,31,7.66,26.35,12.23,24.85,113.93,145.38,105.14,10.85,354.63,186.97,221.27,500.49,40.75,24.52,25.59,39.39,130.25,1263.36,9.66
1486,89,40210,INSKIP,-25.817,153.05,3,0.55,25.60,11.09,24.12,132.86,198.06,128.24,10.6,488.02,262.31,222.44,566.26,41.42,25.82,23.1,36.98,127.32,1539.03,12.05
1487,78,40215,BRISBANE,-27.483,153.033,15,6.59,25.50,10.3,25.69,109.89,148.92,93.19,9.7,290.35,159.28,223.94,444.7,33.15,20.86,25.72,36.72,116.45,1118.27,9.62
1488,53,40218,CARINA,-27.5,153.083,12,5.53,25.22,9.64,26.68,113.46,151.07,94.36,9.01,296.03,171.2,213.19,452.5,31.49,18.87,23.38,34.45,108.19,1132.92,10.46
1489,50,40223,BRISBANE,-27.418,153.114,4,1.45,25.20,9.62,25.4,122.95,162.62,99.2,9.76,327.61,177.74,223.7,459.31,34.16,20.28,25.3,37.34,117.08,1188.36,10.16
1490,63,40232,MAYNE,-27.45,153.033,5,5.4,25.44,7.59,34.65,109.35,130.15,89.58,7.26,297.16,150.68,200.74,424.06,25.17,14.78,19.24,27.78,86.97,1072.64,12.39
1491,90,40240,SALISBURY,-27.552,153.036,9,12.42,25.05,7.97,30.5,106.35,143.23,89.15,7.69,293.59,159.3,208.72,407.01,26.41,16.59,20.38,28.84,92.22,1068.62,11.63
1492,84,40246,WARRAGAI,-26.554,151.416,444,162.53,25.68,5.19,39.99,71.96,69.33,58.38,4.81,137.13,98.05,176.61,288.04,11.61,10.67,15.21,20.18,57.67,699.83,12.26
1493,81,40247,LINDFIELD,-26.842,152.58,146,47.92,25.52,9.84,31.49,98.35,149.91,88.4,8.1,293.84,144.93,197.52,424.27,28.96,16.91,19.95,31.31,97.13,1060.56,11.02
1494,71,40254,WOOLOOGA,-26.059,152.386,62,59.4,26.81,7.01,35.21,93.6,129.47,80.77,6.52,230.46,128.37,194.64,414.96,20.68,12.86,17.52,27.21,78.27,968.43,12.48
1495,58,40259,YARRAMAN,-26.893,151.898,594,114.32,23.54,7.07,32.07,77.66,99.75,68.32,6.9,184.36,120.87,179.56,333.48,20.6,14.71,19.16,28.24,82.71,818.27,9.97
1496,32,40260,YEDNIA,-26.783,152.5,485,56.98,25.06,6.63,47.16,97.8,119.43,74.11,4.78,253.63,117.58,148.2,372.46,16.75,9.34,12.31,19.19,57.59,891.87,16.46
1497,100,40264,TEWANTIN,-26.392,153.041,8.3,0.83,25.48,10.05,25.71,159.85,203.29,142.57,10.05,572.86,254.86,274.95,607.75,37.95,22.53,24.04,36.16,120.68,1710.42,14.4
1498,47,40266,ARATULA,-27.983,152.548,91,68.44,25.74,6.49,30.25,93.7,113.68,78.73,6.73,214.46,117.99,215.6,393.95,19.32,13.21,20.32,27.81,80.66,942,11.69
1499,47,40301,GLENAVEN,-27.188,151.963,556.3,105.75,24.17,6.43,31.45,68.22,69.48,61.19,6.35,153.93,111.95,174.98,293.83,18.55,14.09,18.45,25.13,76.22,734.69,9.67
1500,40,40304,KOORALGIN,-26.948,151.957,370,108.26,24.93,7.07,29.9,72.79,87.52,62.67,7.01,173.81,108.49,171.44,298.83,22.25,15.32,18.9,27.98,84.45,752.57,9.06
1501,47,40307,VINCENT,-26.966,151.709,603,132.24,23.84,7.15,30.87,74.47,80.9,65.96,6.76,169.24,119.09,188.33,313.53,19.28,15.62,19.98,26.32,81.2,790.19,9.78
1502,47,40310,MT,-27.724,152.311,451,82.54,24.79,7.32,31.64,84.68,119.13,74.58,6.7,200.62,120.44,205.96,369.04,19.75,13.47,19.75,27.49,80.46,896.06,11.39
1503,47,40317,RANGE,-27.751,152.666,53,53.37,26.59,7.23,29.68,79.6,95.93,67.79,7.16,188.26,106.25,184.66,336.42,22.19,14.68,21.04,28.08,85.99,815.59,9.5
1504,51,40337,ST,-27.383,153.217,20,1.33,24.96,9.16,29.02,117.73,171.36,98.15,8.43,350.34,184.63,205.98,438.08,30.06,19.76,21,30.49,101.31,1179.03,11.74
1505,42,40394,MOUNT,-28.232,152.783,200,66.58,24.87,5.79,39.79,84.97,92.6,71.32,5.72,186.32,101.14,205.14,363.47,15.95,10.5,17.81,24.45,68.71,856.07,12.5
1506,55,40397,MT,-27.668,152.159,180,95.03,25.26,5.45,37.84,69.9,84.62,58.61,5.24,148.41,93.92,165.67,295.48,14.33,10.33,16.42,21.73,62.81,703.48,11.17
1507,35,40402,FORTLAND,-28.118,152.852,120,52.51,25.54,6.29,32.49,89.61,99.08,76.1,6.55,211.55,122.67,208.69,371.96,19.69,12.23,19.63,27.11,78.66,914.87,11.73
1508,36,40406,BEENLEIGH,-27.709,153.201,31,4.95,25.54,9.06,28.06,116.66,156.31,98.05,8.86,359.23,154.71,225.59,436.45,31.25,18.31,23.44,33.25,106.25,1175.98,11.04
1509,41,40413,CENTRAL,-28.156,153.04,137.2,40.41,25.04,6,40.9,89.23,101.52,71.58,5.62,195.41,112.87,202.37,347.48,16.07,11.1,17.22,22.98,67.37,858.13,13.1
