STN NO,NYEAR,INDEX,STATION NAME,LAT,LON,ELEVATION,DIST_COAST,av_an_tmax,WET_SPL,DRY_APL,D_MAX_RF,AMT_WET_SPL,AMT_MON,WDAY_MON,AMT_AU,AMT_WIN,AMT_SP,AMT_SU,WDAY_AU,WDAY_WIN,WDAY_SP,WDAY_SU,AN_WET_DYS,AN_RAINFALL,AMT/WDAY
1240,57,96021,SHANNON,-42.05,146.75,939,62.11,11.41,12.9,12.54,43.08,63.44,71.53,15.62,207.82,253.91,229.65,165.27,45.4,57.54,50.26,34.12,187.32,856.65,4.61
1241,90,97008,QUEENSTOWN,-42.066,145.568,191,21.67,14.70,21.83,10.76,65.65,313.14,211.08,19.08,636.02,765.78,676.65,454.12,56.73,64.21,61.61,46.47,229.02,2532.57,11.13
1242,32,97015,WEST,-42.062,145.579,421,22.69,11.74,24,9.84,67.04,356.89,225.08,20.32,706.62,821.52,683.6,480.25,61.47,66.22,65.88,50,243.57,2691.99,11.03
1243,40,97053,STRATHGORDON,-42.768,146.046,322,47.83,14.30,29.38,9.45,68.33,388.65,210.43,20.55,589.9,769.43,696.91,470.17,59.5,73.1,64.8,49.13,246.53,2526.41,10.25
1244,72,98000,CITY,-40.009,144.111,18,1.16,16.09,20.4,11.6,45.19,136.92,86.74,17.45,244.27,391.2,258.64,147.76,51.65,70,53.76,34.07,209.48,1041.87,4.97
1245,88,98001,CURRIE,-39.932,143.849,24,0.17,16.47,20.58,13.66,40.8,108.75,75.05,17.44,213.7,341.29,218.98,128.31,52.48,70.02,53.47,33.42,209.39,902.28,4.32
1246,26,98016,EGG,-39.664,143.997,20,5.99,16.66,18.58,11.89,41.22,104.74,79.26,16.85,242.91,348.51,234.72,126.11,50.81,66.77,51.38,33.62,202.58,952.25,4.71
1247,34,98023,YARRA,-39.965,144.077,105,5.35,16.41,17.79,10.85,51.76,113.07,88.59,17.15,244.92,398.52,272.92,145.16,50.62,68.97,52.82,33.15,205.56,1061.52,5.16
1248,71,99006,THE,-39.767,147.9,20,0.99,17.00,12.94,14.93,46.53,58.42,61.48,14.31,192.95,223.17,180.56,141.43,42.35,57.93,43.89,27.55,171.72,738.11,4.36
1249,60,99008,WHITEMARK,-40.117,148.017,9.1,0.41,16.97,8.47,22.57,54.13,69.71,61.17,9.28,187.22,232.05,178.59,134.18,26.95,38.45,28.07,17.9,111.37,732.04,6.63
1250,33,27010,GOODE,-10.567,142.15,104,0.12,30.01,14.36,54.39,130.83,280.02,121.32,8.95,508.56,32.38,65.9,849.29,37.91,14.45,7.55,47.51,107.42,1456.13,13.76
1251,29,27049,ROKEBY,-13.658,142.669,80,93.12,31.74,13.93,131.97,123.32,289.58,106.86,6.35,324.44,5,93.97,859.97,21.17,1.28,6.24,47.55,76.24,1283.38,16.9
1252,76,28002,MAYTOWN,-16.05,144.3,290,113,30.38,11.15,78.01,85.82,201.75,80.66,6.33,217.8,19.87,85.01,644.68,20.29,4,8.84,42.85,75.98,967.36,12.78
1253,119,28004,PALMERVILLE,-16.001,144.076,203.8,133.43,32.11,11.88,81.87,93.06,201.05,86.53,6.83,245.82,20.67,89.53,681.07,23.21,3.73,9.19,45.79,81.92,1037.09,12.61
1254,67,28006,WALSH,-16.683,143.9,156,162.65,32.43,7.95,123.31,98.23,143.04,74.47,4.6,206.92,17.5,72.6,600.28,13.1,1.7,6.36,34.15,55.31,897.3,16.15
1255,48,28009,ROOKWOOD,-17.047,144.349,304.8,130.32,31.01,6.98,163.15,94.54,147.6,70.12,3.62,151.7,14.14,80.19,595.33,9.04,0.98,4.94,28.48,43.44,841.36,19.44
1256,35,29003,AUCKLAND,-20.25,141.767,139,316.24,33.16,4.91,137.03,77.55,99.19,38.74,2.46,97.57,23.71,45.71,303.38,5.43,2,4.11,18.23,29.77,470.37,15.68
1257,35,29009,CLONCURRY,-20.672,140.508,189,327.37,32.40,6.69,96.66,78.95,100.57,39.42,3.88,122.74,18.56,43.52,287.64,10.17,2.83,8.31,25.09,46.4,472.46,9.96
1258,119,29012,CROYDON,-18.204,142.245,115.5,170.74,33.69,7.65,116.13,93.4,150.94,61.12,4.43,146.56,15.33,62.93,507.41,11.31,2.08,6.74,33.03,53.16,732.23,13.75
1259,70,29019,GILBERT,-18.15,142.85,171,225.34,33.44,6.59,122.63,85.77,135.32,61.15,3.81,149.02,17.99,61.95,505.31,9.44,1.9,5.59,28.87,45.8,734.27,16.24
1260,98,29022,GRANADA,-20.092,140.367,152,262.23,32.98,4.67,146.51,88.27,117.97,41.03,2.19,98.66,18.12,50.17,325.43,4.99,1.25,4.09,15.92,26.25,492.38,19.42
1261,88,29030,LANDS,-20.425,141.405,100,322.21,33.34,5.33,120.53,74.39,107.68,37.86,2.77,87.91,19.81,49.79,296.7,6.58,1.99,5.32,19.33,33.22,454.21,13.63
1262,113,29041,NORMANTON,-17.671,141.067,8.4,34.2,33.43,8.73,124.53,107.46,195.58,76.63,4.75,190.9,13.09,58.54,654.74,12.73,1.59,6.11,36.49,56.92,917.27,16.15
1263,44,29065,NARDOO,-18.788,139.712,100,122.72,33.33,5.61,166.66,92.62,131.62,49.13,2.5,121.44,11.04,67.71,386.23,6.18,0.77,4.16,18.89,30,586.42,19.54
1264,44,29069,WESTMORELAND,-17.338,138.251,60,64.31,32.91,8.57,156.09,120.76,215.9,77.58,4.38,214.9,7.99,96.49,613.37,11.41,0.73,7.57,32.93,52.64,932.75,17.82
1265,49,29092,BRINARD,-19.839,140.934,90,246.09,33.48,5.49,151.18,74.91,116.02,40.87,2.5,89.2,14.43,56.63,329.37,5.47,1.14,4.31,18.98,29.9,489.63,16.35
1266,52,29110,RUTLAND,-15.639,141.823,20,38.82,33.24,10.15,165.08,107.61,261.59,101.39,5.11,276.74,4.6,89.35,846.76,16,0.54,5.44,39.46,61.44,1217.45,19.95
1267,27,29119,MARY,-20.733,140,168,333.18,31.11,6.63,102.22,86.84,113.79,41.88,3.55,129.13,18.02,49.69,310.74,9.93,2.41,7.04,23.37,42.75,507.58,11.58
1268,53,29120,SELWYN,-21.533,140.5,380,422.38,30.86,3.77,126.77,67.37,79.63,29.48,1.84,79.87,24.34,42.74,208.11,4.59,1.75,4.17,11.66,22.17,355.06,16.68
1269,41,29127,MOUNT,-20.678,139.488,340.3,332.35,31.94,6.34,98.81,66.96,96.89,37.57,3.76,91.01,16.74,63.12,280.22,8.44,2.63,9.37,24.68,45.12,451.09,9.73
1270,28,29144,KESWICK,-20.435,141.548,120,327.54,33.78,5.71,116.68,69.33,100.73,36.67,2.94,74.31,23.84,52.84,291.08,6.07,2.68,6.25,20.32,35.32,442.07,12.51
1271,32,30003,ALDERLEY,-20.6,144,271.3,305.11,31.95,5.38,97.63,70.66,95.89,36.58,3.04,80.8,36.25,59.35,261.3,7.09,3.69,5.69,19.88,36.35,437.7,11.87
1272,47,30012,CLUTHA,-20.367,142.517,189,364.95,32.83,5.96,138.49,78.46,122.49,39.06,2.54,95.58,16.61,49.37,307.04,5.94,1.51,3.91,19.17,30.53,468.6,15.88
1273,49,30015,ESSEX,-21.123,143.039,220,419.78,32.34,5.2,114.06,69.98,95.84,36.95,2.64,101.82,23.78,47.75,271.05,6.76,2.29,5.16,17.47,31.68,444.4,13.61
1274,51,30016,EWAN,-21.267,144.833,344,295.96,30.76,4.57,118.82,73.55,84.93,39.3,2.51,99.12,35.21,62.87,274.56,5.69,2.86,5.33,16.31,30.19,471.76,16.33
1275,120,30018,GEORGETOWN,-18.292,143.548,291.7,259.82,32.70,9.02,110.55,91.82,182.57,66.2,4.86,156.68,20.25,70.21,547.71,12.29,2.55,8,35.42,58.26,794.85,13.6
1276,83,30019,GILBERTON,-19.26,143.683,536,270.23,30.95,7.39,105,80.89,146.67,56.97,4,126.62,22.7,81.39,452.68,9.51,2.36,7.93,28.22,48.02,683.39,14.43
1277,113,30024,HUGHENDEN,-20.845,144.199,324,305.98,31.68,5.68,86.98,68.49,98.01,41,3.53,102.07,37.58,67.88,282.56,8.65,4.04,8.1,21.59,42.38,490.09,11.55
1278,66,30035,MOSELLE,-20.863,143.305,210,380.55,32.30,5.83,108.24,70.13,100.76,37.71,3.09,100.33,22.17,44.59,285.13,7.06,3,5.85,21.24,37.15,452.22,12.11
1279,86,30043,PROA,-20.894,142.144,170,397.35,32.92,5.64,117.78,72.16,102.29,35.94,2.8,88.58,21.67,40.8,280.05,6.58,2.29,5.31,19.38,33.56,431.1,12.97
1280,96,30048,SPRING,-18.624,144.574,540,157.85,29.68,7.59,104.72,84.84,144.13,57.31,4,143.76,30.28,72.39,439.97,10.63,3.44,6.66,27.21,47.94,686.4,14.56
1281,84,30054,WILBURRA,-20.813,143.233,230,383.62,32.52,5.46,112.6,66,87.07,34.68,2.92,87.6,24.63,47.35,256.42,6.91,2.63,5.7,19.87,35.11,416,12.01
1282,41,30072,LOW,-20.097,144.988,701,189.4,28.82,7,89.85,80.64,148.68,55.36,3.79,135.93,40.83,98.16,389.38,10.81,3.81,8.17,22.76,45.55,664.3,14.88
1283,40,30075,SOLWAY,-20.095,142.693,230,351.24,33.12,7.6,112.13,76.32,135.26,45.54,3.56,93.43,23.08,65.2,363.89,7.93,2.58,6.95,25.38,42.84,545.6,12.63
1284,49,30083,TOOMBA,-19.971,145.585,380,134.84,29.92,6.61,96.22,77.78,144.44,52.1,3.44,136.18,49.95,91.62,347.66,9.53,3.82,7.26,20.71,41.32,625.41,15.09
1285,39,30093,ELLENVALE,-19.922,144.958,680,180.09,28.65,7.61,66.33,80.47,142.66,59.14,4.72,145.24,44.71,99.46,421.07,14.2,5.64,10.03,26.74,56.61,710.48,12.35
1286,46,30096,PATROY,-20.917,143.017,202,408.7,32.46,4.78,125.85,75.74,87.92,38.97,2.62,106.6,25.55,50.49,281.93,6.13,2.02,5.22,18.02,31.39,464.57,15.12
1287,29,30099,REEDY,-19.968,144.688,770,205.48,28.42,6.07,130.07,82.98,141.47,58.58,2.92,151.51,35.66,111.28,396.79,7.28,1.72,6.69,19.14,34.83,695.24,20.07
1288,33,30113,BLACKBRAES,-19.538,144.205,817.5,228.67,28.14,9,96.94,83.8,185.33,65.46,4.61,138.91,31.38,112.9,501.93,11.61,3.24,10.48,29.79,55.12,785.12,14.03
1289,40,30115,LUCKY,-19.055,144.959,457,138.65,29.59,7.13,92.97,82.83,136.64,57.14,3.79,145.51,34.49,78.57,423.8,11.13,3.63,6.75,23.88,45.39,682.37,15.05
1290,102,30127,WOODBINE,-20.994,144.643,420,284.73,30.74,5.59,102.8,68.23,90.91,39.8,2.96,96.07,40.41,71.35,271.94,7,3.48,6.52,18.61,35.61,479.77,13.5
1291,34,30128,CARNWATH,-21.137,142.454,160,435.52,32.93,5.65,121,77.53,120.25,37.13,2.71,90.65,19.8,54.15,280.57,6.53,1.62,6.06,18.35,32.56,445.17,13.64
1292,38,30138,STRATHTAY,-20.211,144.677,750,222.4,29.15,8.5,66.18,70.27,129.77,49.69,5.03,125,40.88,90.03,336.78,13.97,5.95,11.1,29.37,60.39,592.69,9.79
1293,106,30140,CHILLAGOE,-17.159,144.517,369,122.37,30.15,8.95,102.93,83.46,168.42,71.77,5.17,182.07,19.62,77.37,584.27,15.6,2.62,7.66,36.2,62.08,863.33,14.08
1294,25,30149,HILLVIEW,-21.044,144.099,280,328.68,32.15,6.12,87.84,64.24,107.08,39.09,3.14,70.66,48.91,77.9,273.31,6.84,3.96,7.96,19.08,37.84,470.78,12.37
1295,44,31001,ARCHER,-15.6,145.333,62,0.37,28.83,16.14,25.84,170.61,337.75,147.64,12.38,652.12,132.85,99.43,888.86,49.61,30,20.91,48.02,148.54,1773.26,11.87
1296,65,31003,AYTON,-15.917,145.35,11,0.79,28.57,15,33.42,183.07,396.54,159.1,10.87,717.59,85.2,121.28,989,44.55,20.28,18.77,47.01,130.61,1913.07,14.65
1297,70,31010,CAIRNS,-16.933,145.783,2,0.55,28.85,14.74,29.66,200.89,391.66,181.2,11.51,823.96,141.55,179.22,1032.82,46.19,24.61,22.8,44.53,138.13,2177.55,15.78
1298,66,31011,CAIRNS,-16.874,145.746,2.2,0.63,28.96,15.73,28.58,175.44,386,166.04,12.3,715.55,103.68,165.38,1006.06,49.11,24.83,24.33,49.35,147.62,1990.67,13.5
1299,98,31044,MOSSMAN,-16.457,145.378,30,3.34,28.82,15.48,27.11,213.8,519.9,198.83,12.28,812.8,133.43,241.59,1196.13,46.72,24.67,26.39,49.49,147.27,2383.95,16.42
1300,55,31048,MOWBRAY,-16.567,145.467,60,2.72,27.35,11.47,35.42,166.82,353.86,145.44,8.9,586.94,75.86,149.75,935.09,33.76,13.74,17.47,41.96,106.93,1747.64,16.39
1301,28,31084,FITZROY,-16.927,146.003,124,0.15,28.37,21.43,23.79,213.09,561.23,221.06,14.36,1030.64,256.21,209.06,1152.7,60.29,35.61,27.14,49.25,172.29,2648.61,15.4
1302,43,31102,DAINTREE,-16.194,145.406,121.9,3.62,28.31,22.4,21.4,250.58,761.81,315.13,15.39,1503.79,315.53,355,1605.27,62.14,38.33,30.74,53.58,184.79,3779.59,20.4
1303,40,31104,MT,-17.164,145.878,15,7.41,28.32,14.63,33.55,264.6,539.9,279.72,11.27,1302.96,254.79,348.72,1450.29,46.75,24,22.63,41.92,135.3,3356.76,25.35
1304,44,31108,WALKAMIN,-17.135,145.428,594,43.62,26.96,12.05,35.61,102.46,205.71,85.13,9.53,294.96,41.76,103.63,579.57,36.77,17.34,15.59,44.68,114.38,1019.92,8.89
1305,39,31124,MAREEBA,-16.979,145.352,500,40.53,28.12,10.8,43.74,101.76,167.54,82.22,8.46,284.46,34.53,82.48,582.91,33.64,13.39,12.46,42.05,101.54,984.38,9.86
1306,36,31131,ALMADEN,-17.339,144.68,493,120.03,29.31,9.5,84.36,89.41,188.02,73.64,5.89,175.32,20.86,96.75,590.12,17.97,3.72,9.94,39,70.63,883.05,12.39
1307,52,31144,HAPPY,-17.348,145.893,60,12.46,28.39,21.15,26.15,291.58,807.63,381,15.09,1857.18,500.86,453.14,1756.95,61.4,38.62,30.19,50.77,180.98,4568.13,25.22
1308,47,31163,BARRON,-17.398,145.506,800,52.17,25.25,20.77,29.98,119.54,362.9,171.8,13.93,732.08,258.24,215.68,855.23,56.15,35.49,26.13,49.3,167.07,2061.23,12.48
1309,27,31167,TOPAZ,-17.469,145.731,686,33.41,27.41,25.37,23.48,260.15,852.01,370.87,16.29,1830.79,762.73,446.6,1402.4,63.81,46.3,32.59,52.52,195.22,4442.52,22.84
1310,27,31168,GREENHAVEN,-17.587,145.6,900,50.09,24.91,27.22,22.04,173.55,502.02,212.31,16.41,928.5,323.66,262.67,1029.93,63.22,42.04,34.07,57.52,196.85,2544.76,12.88
1311,89,32001,BAMBAROO,-18.883,146.17,13,9.76,27.27,13.06,35.66,183.11,372.87,151.33,9.75,483.14,68.97,215.38,1048.71,35.49,12.94,22.68,45.83,116.94,1816.2,15.56
1312,59,32005,CAPE,-19.183,147.017,58,0.13,28.28,11.56,40.69,142.99,293.86,97.82,7.84,343.63,60.62,88.29,683.35,29.36,12.05,14.48,38.41,94.3,1175.89,12.53
1313,83,32009,BINGIL,-17.835,146.099,25,0.38,28.10,18.16,27.02,216.82,532.47,254.43,12.96,1158.79,330.98,292.93,1270.17,53.67,32.65,24.78,44.34,155.44,3052.87,19.63
1314,78,32024,INGHAM,-18.65,146.167,13,14.96,28.95,12.04,34.87,192.93,388.68,170.7,9.66,697.55,130.23,167.72,1050.97,39.47,19.61,17.55,39.14,115.77,2046.47,17.72
1315,46,32029,LONG,-18.533,146,33,19.26,28.92,12.65,36.15,183.29,354.76,157.42,9.53,621.97,145.63,152.4,969.14,39.44,22.15,15.35,37.35,114.29,1889.14,16.77
1316,68,32040,TOWNSVILLE,-19.248,146.766,4.3,2.65,28.87,10.4,47.69,148.13,286.18,93.25,7.05,281.17,51,94.34,690.64,24.79,8.79,13.09,37.91,84.58,1117.15,13.09
1317,82,32042,TULLY,-17.936,145.926,18.8,14.35,28.11,18.74,26.95,274.22,773.97,341.91,13.42,1620.99,482.06,381.73,1620.65,54.28,33.87,26.82,46.04,161.01,4105.43,25.66
1318,89,32050,YABULU,-19.203,146.613,9,3.83,28.88,8.81,64.56,155,283.77,96.37,5.85,277.41,55.48,113.8,708.91,19.74,7.26,11.1,32.01,70.11,1155.6,17.36
1319,45,32055,SILKWOOD,-17.737,146.003,15,10.34,28.25,22.4,24.89,221.64,668.33,292.6,14.5,1372.78,336.89,338.67,1458.14,60.4,35.44,29.84,48.36,174.04,3506.48,20.23
1320,50,32063,BLUE,-19.165,145.421,367,94.48,29.43,7.98,74.74,75.22,135.01,54.96,4.72,149.65,34.79,88.48,390.83,14.16,5.42,9.52,27.56,56.66,663.75,11.61
1321,53,32091,ELPHINSTONE,-18.499,146.004,31,17.8,29.18,13.21,38.7,178.63,349.35,149.95,9.49,663.99,110.9,148.51,878.39,42.09,18.75,15.76,37.38,113.98,1801.79,15.97
1322,38,32191,HAWKINS,-18.586,146.073,26,15.56,29.29,15.21,30.6,220.42,407.75,205.98,11.19,852.92,205.67,255.05,1157.34,46.68,25.26,21.66,40.55,134.15,2470.98,18.42
1323,98,33007,BOWEN,-20.017,148.25,6,0.16,28.48,8.72,49.51,143.46,226.35,85.08,6.14,263.13,77.12,75.14,606.23,23.58,9.26,9.65,31.21,73.7,1021.62,13.88
1324,69,33013,COLLINSVILLE,-20.553,147.846,196,67.5,29.77,7.32,56.87,89.46,127.25,59.44,5.24,170.43,65.82,84.72,391.96,16.75,7.8,9.51,28.83,62.89,712.93,11.32
1325,25,33014,COLLINSVILLE,-20.55,147.8,183.2,71.34,29.56,6.16,78.72,93.67,106.53,54.17,3.84,154,70.36,75.6,348.38,10.32,5.72,6.6,23.44,46.08,648.34,14.25
1326,51,33015,CONWAY,-20.4,148.7,9.1,4.52,27.79,14.39,38.2,218.02,439.48,194.08,9.97,778.77,184.72,166.79,1198.84,42.43,20.61,16.08,40.63,119.75,2329.12,19.6
1327,70,33016,DALRYMPLE,-21.132,148.492,680,43.95,25.34,15.14,32.39,217.62,434.8,182.62,10.91,685.17,243.95,201.98,1060.65,41.46,23.24,21.3,45.01,131.01,2191.75,16.97
1328,76,33020,HOME,-19.655,147.411,11,8.37,29.07,8,76.95,143.82,208.7,78.7,4.49,241.39,63.29,75.61,564.66,14.95,5.84,6.47,26.63,53.89,944.95,17.58
1329,88,33026,FINCH,-21.144,148.632,105,34.38,27.34,9.76,41.24,180.46,319.7,139.86,8.32,483.76,152.81,170.17,872.96,31.9,15.93,15.7,36.29,99.82,1679.7,17.03
1330,119,33065,ST,-22.346,149.536,17.8,0.65,28.41,7.62,42.89,136.5,179.37,83.43,6.2,233.29,100.17,142.43,524.91,20.3,11.8,13.4,28.77,74.27,1000.8,13.43
1331,73,33072,WALKERSTON,-21.15,149.067,18,9.61,27.44,7.23,55.06,174.12,277.85,131.73,6.12,462.72,116.17,143.24,861.41,24.11,9.6,10.64,29.22,73.57,1583.54,22.7
1332,109,33076,YAAMBA,-23.133,150.367,19,39.28,28.03,6.6,47.36,114.22,152.38,70.57,5.12,204.75,101.4,129.27,411.35,15.76,10.1,11.84,23.73,61.43,846.77,14.03
1333,54,33080,MOUNT,-21,148.738,100,15.18,27.55,10.78,46.07,199.18,363.52,148.4,7.93,482.92,118.96,189.87,986.53,29.94,12.2,15.13,37.8,95.07,1778.28,18.55
1334,34,33090,MILLAROO,-20.046,147.274,45.4,45.49,30.15,8.27,51.71,106.27,183.19,71.39,6.21,229.04,47.06,93.7,490.82,22.06,8.85,11.21,32.65,74.77,860.62,11.47
1335,47,33096,MOUNT,-20.208,148.13,50,19.51,29.00,7.49,55.85,130.23,165.98,70.31,5.39,189.09,60.42,74.58,519,18.96,7.62,9.77,28.4,64.75,843.09,12.97
1336,45,33110,ROMA,-20.3,148.221,100,19.73,28.68,9.16,43.29,136.08,202.81,82.14,6.81,247.11,75.72,90.26,572.21,25.42,11.4,12,32.87,81.69,985.3,12.05
1337,49,33119,MACKAY,-21.117,149.217,30.3,0.72,26.77,12.59,29.69,168.02,263.99,129.66,10.46,505.5,135.82,141.87,771.31,42.94,22.75,18.63,41.22,125.54,1554.5,12.49
1338,27,33120,POOPOONBAH,-19.5,147.1,5,5.91,28.80,9.04,78.74,146.85,281.11,91.21,4.82,223.62,94.03,94.04,676.13,15.04,7.33,7.3,27.96,57.63,1087.82,18.69
1339,30,33129,TILPAL,-22.798,150.138,61,17.37,27.97,5.67,61.37,102.35,131.09,64.2,3.64,208.61,80.23,126.32,349.91,11.83,5.87,8.87,16.87,43.44,765.07,17.74
1340,35,33139,PAYNES,-19.46,146.11,304.8,55.94,28.65,5.74,98,82.36,118.22,48.66,3.13,149.11,35.04,76.49,321.94,9.94,3.06,5.71,18.66,37.37,582.58,15.28
1341,38,33143,FLETCHER,-19.884,146.179,268.2,91.28,30.19,7.68,72.32,70.79,123.07,51.65,4.13,143.43,40.02,91.54,344.55,12.42,5.24,8.5,23.45,49.61,619.54,12.95
1342,37,33150,WATTLEVALE,-19.912,147.852,15,4.63,29.29,6.81,56.97,140.45,223.67,72.31,4.85,205.66,56.9,69.94,533.01,16,7.05,8.14,26.78,57.97,865.51,15.03
1343,30,33153,MOUNT,-20.204,147.955,150,30.94,29.14,7.47,61.3,135.88,186.21,78.71,5.07,230.88,59.31,107.92,543.56,17.07,6.47,10.03,27.13,60.7,941.67,15.72
1344,30,33157,PROSERPINE,-20.347,148.515,30,17.69,28.31,10.53,48.47,145.02,236.06,121.53,7.59,478.69,105.46,137.9,733.16,32.37,13.97,12.33,32.1,90.77,1455.21,16
1345,49,33158,HECATE,-20.503,148.344,120,30.61,28.42,8.18,51.12,165.48,263.46,101.28,6.14,296.95,78.26,110.11,728.93,21.8,9.06,11.06,31.74,73.66,1214.25,16.89
1346,32,33163,BRAMPTON,-22.762,150.613,80,11.45,26.40,9.78,35.34,150.64,180.13,115.67,7.99,478.39,174.38,167.2,579.06,31.88,17.06,15.16,31.94,96.04,1399.03,14.42
1347,36,33175,ETON,-20.214,147.776,144,36.78,29.22,4.67,112.67,120.28,151.52,56.3,2.49,148.91,47.08,72.9,414.1,6.75,3.03,4.58,15.67,30.03,682.99,22.77
1348,33,33179,OWENS,-21.096,148.724,90,24.7,27.51,10.3,43.15,197.3,355.64,148.57,7.67,496.07,146.35,204.19,956.82,29.3,13.91,15.48,33.88,92.57,1803.43,19.44
1349,36,33188,BELGAMBA,-22.034,149.488,30,3.29,28.19,8.67,39.03,164.91,255.61,113.14,7.64,353.7,105.93,195.51,703.84,25.39,13.47,17.5,35.44,91.8,1358.98,14.7
1350,68,33189,STRATHMUIR,-22.707,149.733,40,16.42,28.30,4.85,70.28,99.32,133.04,61.01,3.34,156.78,74.58,123.07,377.27,8.87,5.38,8.32,17.46,40.03,731.7,18.34
1351,54,33229,BELMONT,-23.223,150.384,9,38.83,28.07,6.32,48.43,98.49,128.37,63.53,4.48,185.67,90.16,126.05,360.27,13.15,8.26,10.7,21.63,53.74,762.15,14.02
1352,53,33232,MILMAN,-23.067,150.417,20,34.54,27.44,8.21,45.64,119.82,165.33,76.19,6.1,203.17,107.6,126.37,478,19.94,11.6,13.19,28.64,73.37,915.14,12.7
1353,105,34002,CHARTERS,-20.078,146.261,309.8,106.92,29.82,7.8,64.01,82.08,116.13,55.17,5.01,173.04,55.35,78.06,355.97,16.42,7.91,8.92,26.91,60.16,662.42,11.07
1354,47,34016,CARFAX,-22.457,148.682,128,85.82,29.36,5.87,60.32,76.17,98.33,50.5,3.95,122.04,74.82,111.69,297.5,10.7,7.02,10.21,19.47,47.4,606.05,12.73
1355,42,34027,ESSEX,-22.774,148.81,175,86.3,29.35,6.29,55.4,75.38,102.99,52.2,4.25,124.88,79.39,132.81,290.37,11.26,7.86,10.81,21.07,51,627.45,12.29
1356,36,34044,BRUSLEE,-21.077,146.513,230,184.03,30.99,6.03,129.5,81.98,129.09,47.51,2.51,120.95,46.63,80.47,323.65,6.36,2.67,4.97,16.11,30.11,571.7,18.72
1357,41,34058,LANDSBOROUGH,-21.618,148.602,300,69.01,27.97,6.37,63.05,87.87,122.59,55.24,4.51,164.85,66.56,112.18,319.04,14.27,7.37,9.78,22.61,54.03,662.63,12.19
1358,36,34062,CATTLE,-22.253,148.674,170,86.13,29.19,5.61,58.53,82.96,114.14,53.18,4.12,148.16,75.66,122.61,295.64,12.03,6.97,9.81,20.81,49.62,642.07,12.76
1359,27,34064,GLENDEN,-21.327,148.094,320,90.25,28.00,5.41,67.93,86.61,109.91,51.91,3.65,148.98,51.35,126.3,302.21,11.22,4.52,9.74,18.63,44.11,628.84,14.86
1360,40,34078,GREENMANTLE,-22.524,147.69,360,188.02,29.29,6.28,57.33,84.55,96.49,50.19,4.35,136.43,60.37,118.48,284.09,11.6,7.15,11.4,22.02,52.17,599.37,11.37
1361,35,34086,SELOH,-22.307,148.482,170,105.47,29.44,6.49,52.31,75.49,107.5,50.87,4.6,134.94,74.4,118.79,282.32,13.23,8.09,11.43,22.46,55.21,610.45,11
1362,121,35000,ALPHA,-23.65,146.641,368,327.6,29.51,5.11,60.65,70.84,87.92,47.09,3.9,125.42,75.15,105.75,258.12,10.03,7.04,10.7,19.03,46.8,564.44,12.15
1363,84,35002,ARCTURUS,-24.034,148.406,200,203.49,29.37,5.3,62.95,86.92,94.87,55.23,3.87,138.84,75.36,136.71,314.52,9.5,6.7,11.25,18.96,46.41,665.43,14.36
1364,119,35019,CLERMONT,-22.824,147.643,260,198.98,29.84,6.31,57.55,81.43,108.62,53.97,4.66,141.56,75.52,109.58,321.39,12.82,8.6,11.59,22.96,55.97,648.05,11.48
1365,101,35027,EMERALD,-23.527,148.162,178.9,183.11,29.73,6.12,49.78,76.5,91.9,53.53,4.91,138.89,83.99,122.76,296.45,13.39,9.24,13.14,23.22,58.99,642.09,10.93
1366,83,35029,GILIGULGUL,-26.356,150.046,318,288.07,26.96,4.59,45.39,73.67,75.08,54.69,4.28,135.48,96.85,156.82,267.56,10.23,9.05,14.01,18.07,51.36,656.71,13.15
1367,96,35056,RAINWORTH,-24.125,147.928,300,243.67,28.80,4.47,70.16,83.08,101.21,57.47,3.25,137.92,89.15,143.3,317.85,8.1,5.73,9.55,15.5,38.88,688.22,18.09
1368,117,35059,ROLLESTON,-24.462,148.626,214,231.63,29.16,5.13,50.14,75.78,88.85,53.13,4.3,135.98,87.89,138.36,274.81,10.88,8.23,13.08,19.37,51.56,637.04,12.45
1369,33,35060,ST,-23.55,148.55,133,153.87,29.85,4.61,68.51,85.53,77.38,50.22,3.78,123.71,75.98,124.99,279.13,8.67,6.85,11.09,18.73,45.34,603.81,13.33
1370,113,35065,SPRINGSURE,-24.122,148.087,344.9,232.15,28.79,6.22,48.6,76.65,97.94,57.51,5.08,145.62,89.53,142.6,311.67,13.11,9.32,14.81,23.69,60.93,689.42,11.24
1371,48,35067,SUNLIGHT,-24.3,148.8,228.6,207.85,28.78,5.15,56.63,90.55,82.79,55.6,3.89,131.16,79.64,144.82,308.4,9,7.44,11.88,18.31,46.63,664.02,14.3
1372,121,35069,TAMBO,-24.882,146.256,395.1,427.82,28.93,5.54,51.36,63.18,75.01,43.68,4.49,128.28,72.73,99.49,223.31,11.76,8.69,13,20.45,53.9,523.81,9.76
1373,118,35070,TAROOM,-25.641,149.796,199,245.39,28.23,5.57,42.31,75.05,83.74,55.97,5.1,138.28,94.6,163.47,274.7,13.06,10.86,15.78,21.57,61.27,671.05,11.07
1374,26,35074,TRESSWELL,-24.25,147.5,303,285.31,29.42,4.27,72.08,67.54,82.19,45.54,3.15,115.02,79.94,129.46,226.38,7.35,6.19,9.69,14.73,37.96,550.8,14.14
